region,product_id,stockout_quantity,stockout_penalty_cost,total_demand
US Center ,825,28.0,806.1479942039999,28
US Center ,885,45.0,1012.094990685,45
US Center ,886,46.0,1034.585990478,46
US Center ,893,57.0,1281.986988201,57
US Center ,897,59.0,1326.968987787,59
US Center ,905,46.0,1034.585990478,46
US Center ,906,77.0,1731.806984061,77
US Center ,917,49.0,969.7589898570001,49
US Center ,924,59.0,849.0689877870001,59
US Center ,926,59.0,849.0689877870001,59
US Center ,977,33.0,890.702993169,33
US Center ,1004,837.0,301304.9422863,837
US Center ,1014,2791.0,125544.760844526,2791
West Africa,37,36.0,1133.676054432,36
West Africa,93,42.0,944.621991306,42
West Africa,134,18.0,405.0,18
West Africa,135,40.0,791.9999999999999,40
West Africa,172,22.0,594.0,22
West Africa,235,59.0,1857.9690892079998,59
West Africa,273,26.0,654.965994618,26
West Africa,276,25.0,719.7749948249999,25
West Africa,278,25.0,1012.2750378,25
West Africa,282,12.0,345.49199751599997,12
West Africa,564,49.0,1323.0,49
West Africa,567,9.0,202.5,9
West Africa,642,32.0,864.0,32
West Africa,703,53.0,953.522989029,53
West Africa,775,53.0,476.5229890767,53
West Africa,778,26.0,584.765994618,26
West Africa,792,30.0,404.72999379,30
West Africa,793,36.0,485.675992548,36
West Africa,797,42.0,680.021991306,42
West Africa,804,52.0,935.5319892360001,52
West Africa,810,19.0,341.828996067,19
West Africa,825,28.0,806.1479942039999,28
West Africa,828,22.0,633.401995446,22
West Africa,835,36.0,1036.4759925479998,36
West Africa,885,36.0,809.6759925480001,36
West Africa,886,12.0,269.891997516,12
West Africa,893,45.0,1012.094990685,45
West Africa,897,29.0,652.238993997,29
West Africa,905,35.0,787.184992755,35
West Africa,906,22.0,494.801995446,22
West Africa,917,28.0,554.147994204,28
West Africa,924,37.0,532.466992341,37
West Africa,926,61.0,877.8509873730001,61
West Africa,977,42.0,1133.621991306,42
West Africa,1004,527.0,189710.5192173,527
West Asia,37,53.0,1669.0230801359999,53
West Asia,44,26.0,1403.766039312,26
West Asia,93,40.0,899.63999172,40
West Asia,134,63.0,1417.5,63
West Asia,135,53.0,1049.3999999999999,53
West Asia,172,53.0,1431.0,53
West Asia,235,70.0,2204.3701058399997,70
West Asia,249,53.0,2622.069058194,53
West Asia,273,52.0,1309.931989236,52
West Asia,276,77.0,2216.906984061,77
West Asia,278,36.0,1457.676054432,36
West Asia,282,30.0,863.72999379,30
West Asia,502,3127.0,140715.0,3127
West Asia,564,61.0,1647.0,61
West Asia,567,49.0,1102.5,49
West Asia,572,54.0,1943.5140816479998,54
West Asia,627,1454.0,52330.916198447994,1454
West Asia,642,56.0,1512.0,56
West Asia,703,49.0,881.558989857,49
West Asia,771,60.0,2159.4600907199997,60
West Asia,775,54.0,485.51398887060003,54
West Asia,778,33.0,742.202993169,33
West Asia,792,52.0,701.5319892360001,52
West Asia,793,46.0,620.585990478,46
West Asia,797,60.0,971.45998758,60
West Asia,804,42.0,755.621991306,42
West Asia,810,47.0,845.576990271,47
West Asia,822,43.0,1857.213065016,43
West Asia,823,81.0,3790.0711224719994,81
West Asia,825,49.0,1410.758989857,49
West Asia,828,35.0,1007.6849927549999,35
West Asia,835,33.0,950.1029931689999,33
West Asia,885,73.0,1641.842984889,73
West Asia,886,39.0,877.148991927,39
West Asia,893,85.0,1911.734982405,85
West Asia,897,59.0,1326.968987787,59
West Asia,905,35.0,787.184992755,35
West Asia,906,40.0,899.63999172,40
West Asia,917,68.0,1345.7879859240002,68
West Asia,924,66.0,949.805986338,66
West Asia,926,73.0,1050.542984889,73
West Asia,977,60.0,1619.45998758,60
West Asia,1004,834.0,300224.99625659996,834
West Asia,1014,2811.0,126444.400836246,2811
West of USA ,44,63.0,3401.433095256,63
West of USA ,93,56.0,1259.495988408,56
West of USA ,134,57.0,1282.5,57
West of USA ,135,63.0,1247.3999999999999,63
West of USA ,249,8.0,395.784008784,59
West of USA ,273,73.0,1838.942984889,73
West of USA ,567,92.0,2070.0,92
West of USA ,642,81.0,2187.0,81
West of USA ,703,78.0,1403.297983854,78
West of USA ,771,2.0,71.982003024,73
West of USA ,775,87.0,782.2169820693,87
West of USA ,778,66.0,1484.405986338,66
West of USA ,792,43.0,580.112991099,43
West of USA ,793,94.0,1268.153980542,94
West of USA ,797,45.0,728.594990685,45
West of USA ,804,42.0,755.621991306,42
West of USA ,810,52.0,935.5319892360001,52
West of USA ,823,52.0,2433.132078624,63
West of USA ,885,83.0,1866.752982819,83
West of USA ,886,56.0,1259.495988408,56
West of USA ,893,39.0,877.148991927,39
West of USA ,897,111.0,2496.500977023,111
West of USA ,905,40.0,899.63999172,40
West of USA ,906,87.0,1956.716981991,87
West of USA ,917,81.0,1603.070983233,81
West of USA ,924,99.0,1424.708979507,99
West of USA ,926,71.0,1021.7609853030001,71
West of USA ,977,16.0,431.855996688,53
West of USA ,1004,1145.0,412179.4013355,1145
West of USA ,1014,3561.0,160180.900525746,3561
Western Europe,37,98.0,3086.1181481759995,98
Western Europe,93,85.0,1911.734982405,85
Western Europe,116,103.0,4170.5731557359995,121
Western Europe,134,140.0,3150.0,140
Western Europe,135,149.0,2950.1999999999994,149
Western Europe,172,171.0,4617.0,171
Western Europe,282,66.0,1900.2059863379998,137
Western Europe,502,13154.0,591930.0,13381
Western Europe,567,92.0,2070.0,92
Western Europe,627,6884.0,247762.05440860798,6884
Western Europe,703,173.0,3112.442964189,173
Western Europe,775,133.0,1195.8029725887,133
Western Europe,778,108.0,2429.027977644,108
Western Europe,792,121.0,1632.410974953,121
Western Europe,793,150.0,2023.6499689500001,150
Western Europe,797,125.0,2023.8749741249999,125
Western Europe,804,122.0,2194.901974746,122
Western Europe,810,121.0,2176.910974953,121
Western Europe,828,132.0,3800.4119726759996,132
Western Europe,885,126.0,2833.8659739180002,126
Western Europe,886,99.0,2226.608979507,99
Western Europe,893,180.0,4048.37996274,180
Western Europe,897,106.0,2384.045978058,106
Western Europe,905,151.0,3396.140968743,151
Western Europe,906,113.0,2541.482976609,113
Western Europe,917,98.0,1939.5179797140001,98
Western Europe,924,116.0,1669.3559759880002,116
Western Europe,926,122.0,1755.7019747460001,122
Western Europe,977,129.0,3481.838973297,129
Western Europe,1004,3666.0,1319694.0482933999,3666
Western Europe,1348,95.0,965.29499658,95
